width,height,aspect_ratio_hw,mean_intensity,std_intensity,q25,median,q75,entropy,edge_density,hf_energy,dataset,path
498,429,0.8614457831325302,47.1423502869286,31.259397579156822,27.0,41.0,60.0,6.764102628268063,0.026344985802666466,200.9907014159079,TN5000,data_raw/TN5000_forReview/JPEGImages\000672.jpg
818,628,0.7677261613691931,64.52453747683491,42.99897552454301,41.0,60.0,88.0,6.852277749969536,0.02499907273469085,248.02926280228607,TN5000,data_raw/TN5000_forReview/JPEGImages\000673.jpg
818,628,0.7677261613691931,69.11308847118185,49.98882107286653,38.0,66.0,86.0,6.9041266919567486,0.027862858436845425,230.11195984951917,TN5000,data_raw/TN5000_forReview/JPEGImages\000674.jpg
718,500,0.6963788300835655,53.45920334261839,55.87059532512359,5.0,33.0,94.0,6.728930990490725,0.010059169943792745,84.25459676838697,TN5000,data_raw/TN5000_forReview/JPEGImages\000675.jpg
718,500,0.6963788300835655,42.39894986072424,37.10641139459904,14.0,36.0,62.0,6.468763847772082,0.030205459733972827,144.71937542484702,TN5000,data_raw/TN5000_forReview/JPEGImages\000676.jpg
718,500,0.6963788300835655,80.91306406685237,49.90378890303726,38.0,69.0,107.0,7.144275117603866,0.024984417929303518,108.4323316901403,TN5000,data_raw/TN5000_forReview/JPEGImages\000677.jpg
439,368,0.8382687927107062,69.4391527186293,52.347456613670595,29.0,56.0,105.0,7.011264929061751,0.04804474139325395,157.14333076815984,TN5000,data_raw/TN5000_forReview/JPEGImages\000678.jpg
818,628,0.7677261613691931,44.10689034930621,40.1318657745156,14.0,34.0,68.0,6.404415022063507,0.01825834197154174,274.72635927675174,TN5000,data_raw/TN5000_forReview/JPEGImages\000679.jpg
818,628,0.7677261613691931,61.53869932879635,44.84351978900538,34.0,57.0,82.0,6.8554751836645895,0.02915126918219104,264.1391975656885,TN5000,data_raw/TN5000_forReview/JPEGImages\000680.jpg
718,500,0.6963788300835655,34.20522841225627,43.197370264095284,2.0,11.0,58.0,6.063808089806695,0.019288227780526183,107.22516529273642,TN5000,data_raw/TN5000_forReview/JPEGImages\000681.jpg
718,500,0.6963788300835655,32.285899721448466,42.446747296545546,1.0,7.0,57.0,5.8353210571098115,0.017588873702775145,99.71972348367123,TN5000,data_raw/TN5000_forReview/JPEGImages\000682.jpg
718,500,0.6963788300835655,54.1649721448468,46.603962810591916,10.0,46.0,84.0,7.080255855474773,0.015554120793889034,88.14660144939162,TN5000,data_raw/TN5000_forReview/JPEGImages\000683.jpg
818,628,0.7677261613691931,54.99445984457976,61.805203237007944,0.0,28.0,104.0,5.25072397442692,0.02872960748371429,275.78544431002734,TN5000,data_raw/TN5000_forReview/JPEGImages\000684.jpg
718,500,0.6963788300835655,53.88767688022284,48.33584391437779,11.0,45.0,83.0,7.076102794105559,0.01415662566415956,79.42947964741248,TN5000,data_raw/TN5000_forReview/JPEGImages\000685.jpg
718,500,0.6963788300835655,40.23199442896936,41.493492261237726,5.0,18.0,74.0,6.375089343528769,0.01275633554417063,115.17047643574811,TN5000,data_raw/TN5000_forReview/JPEGImages\000686.jpg
718,500,0.6963788300835655,42.71715598885794,41.41473008901714,8.0,29.0,70.0,6.774719177496243,0.010623757976203452,71.55066523429636,TN5000,data_raw/TN5000_forReview/JPEGImages\000687.jpg
718,500,0.6963788300835655,43.49663231197771,42.05773826527235,8.0,28.0,73.0,6.7310515086783695,0.010279974174290003,71.76933524044776,TN5000,data_raw/TN5000_forReview/JPEGImages\000688.jpg
718,500,0.6963788300835655,33.899651810584956,33.557963571987194,6.0,22.0,56.0,6.41528369282506,0.009813210800960358,69.04464888674107,TN5000,data_raw/TN5000_forReview/JPEGImages\000689.jpg
718,500,0.6963788300835655,44.084866295264625,42.98355821497988,8.0,30.0,70.0,6.827752411757633,0.015308161651056647,81.84404011360479,TN5000,data_raw/TN5000_forReview/JPEGImages\000690.jpg
718,500,0.6963788300835655,45.31551532033426,42.574121816090646,7.0,33.0,77.0,6.747945907307599,0.013237073868797567,78.12740240925373,TN5000,data_raw/TN5000_forReview/JPEGImages\000691.jpg
718,500,0.6963788300835655,52.906027855153205,43.65431820480994,10.0,53.0,82.0,6.905754929974321,0.0189807788519857,134.844782776012,TN5000,data_raw/TN5000_forReview/JPEGImages\000692.jpg
718,500,0.6963788300835655,52.479509749303624,45.47868407834395,10.0,46.0,84.0,6.980417752045742,0.01638143791068888,82.9700305352223,TN5000,data_raw/TN5000_forReview/JPEGImages\000693.jpg
718,500,0.6963788300835655,56.00862952646239,46.78485307301185,12.0,52.0,87.0,7.064257799782379,0.02407884108523882,133.59045489176376,TN5000,data_raw/TN5000_forReview/JPEGImages\000694.jpg
718,500,0.6963788300835655,68.94828133704735,38.761676315745724,42.0,68.0,91.0,7.202133928836409,0.014044826053781203,107.90249439618513,TN5000,data_raw/TN5000_forReview/JPEGImages\000695.jpg
718,500,0.6963788300835655,37.74727019498607,38.33818731701191,7.0,24.0,60.0,6.5578832716344415,0.01068804275217101,67.03758078739915,TN5000,data_raw/TN5000_forReview/JPEGImages\000696.jpg
818,628,0.7677261613691931,68.88849999221341,43.4385154562395,49.0,63.0,89.0,6.743311741233663,0.023425649915374838,248.8581974483616,TN5000,data_raw/TN5000_forReview/JPEGImages\000697.jpg
718,500,0.6963788300835655,56.610877437325904,41.83872906015884,17.0,53.0,84.0,7.108661429782105,0.010254819261954873,92.73451500894753,TN5000,data_raw/TN5000_forReview/JPEGImages\000698.jpg
718,500,0.6963788300835655,58.21314484679666,39.60073327904512,23.0,56.0,84.0,7.102131017578455,0.007048965434355461,82.21046449225166,TN5000,data_raw/TN5000_forReview/JPEGImages\000699.jpg
919,646,0.7029379760609358,30.580106253600462,43.06561980792058,0.0,6.0,51.0,5.0853977513019935,0.012460522538041918,111.89097744942835,TN5000,data_raw/TN5000_forReview/JPEGImages\000700.jpg
919,646,0.7029379760609358,30.70619565620189,40.85896028815449,0.0,12.0,48.0,5.6315871031780675,0.009332725338197295,90.42857573776764,TN5000,data_raw/TN5000_forReview/JPEGImages\000701.jpg
919,646,0.7029379760609358,52.91770399242682,49.45259101686595,10.0,39.0,87.0,6.960625224582772,0.010568982114809748,129.0804323365003,TN5000,data_raw/TN5000_forReview/JPEGImages\000702.jpg
718,500,0.6963788300835655,30.115373259052923,37.398034013354504,2.0,11.0,50.0,5.994733711845726,0.015470271086105264,96.60619277843692,TN5000,data_raw/TN5000_forReview/JPEGImages\000703.jpg
718,500,0.6963788300835655,37.96587743732591,44.92687782353734,2.0,15.0,67.0,6.214710272202587,0.01861184013773712,105.74257747448054,TN5000,data_raw/TN5000_forReview/JPEGImages\000704.jpg
818,628,0.7677261613691931,77.67979030725866,49.84090589949819,50.0,65.0,107.0,6.98221146834029,0.023021557454334624,246.28847949306626,TN5000,data_raw/TN5000_forReview/JPEGImages\000705.jpg
818,628,0.7677261613691931,76.1307542865152,44.30142497064017,53.0,66.0,103.0,6.783706827631289,0.019833716928350696,230.84251743500653,TN5000,data_raw/TN5000_forReview/JPEGImages\000706.jpg
718,500,0.6963788300835655,64.08910863509749,48.1940421951219,15.0,66.0,104.0,6.965307865755863,0.02903156382500007,165.03227889125407,TN5000,data_raw/TN5000_forReview/JPEGImages\000707.jpg
718,500,0.6963788300835655,50.924323119777156,54.98651067830418,4.0,34.0,85.0,6.711611622856042,0.026040924247379,123.71395603811492,TN5000,data_raw/TN5000_forReview/JPEGImages\000708.jpg
718,500,0.6963788300835655,39.91804456824512,47.59151169333736,3.0,13.0,70.0,6.244562800642628,0.016521187423661828,107.64371653439133,TN5000,data_raw/TN5000_forReview/JPEGImages\000709.jpg
718,500,0.6963788300835655,47.89678272980501,52.954880102749044,4.0,24.0,83.0,6.6021223766019,0.022675755974990427,119.68812653582843,TN5000,data_raw/TN5000_forReview/JPEGImages\000710.jpg
439,368,0.8382687927107062,53.91472095671982,36.13923160225745,15.0,60.0,71.0,6.252731028473343,0.025574508852475333,106.9348795115156,TN5000,data_raw/TN5000_forReview/JPEGImages\000711.jpg
439,368,0.8382687927107062,58.58187456670298,44.208497894151066,20.0,57.0,79.0,6.579098896054165,0.029331989598497008,111.03672002441904,TN5000,data_raw/TN5000_forReview/JPEGImages\000712.jpg
718,500,0.6963788300835655,46.062038997214486,39.478514669654885,13.0,38.0,70.0,6.8849621796972045,0.025118577461757545,129.73359117406758,TN5000,data_raw/TN5000_forReview/JPEGImages\000713.jpg
718,500,0.6963788300835655,50.44652924791087,41.437028223674425,17.0,41.0,74.0,7.063096202606131,0.02953186708144322,123.96403284811392,TN5000,data_raw/TN5000_forReview/JPEGImages\000714.jpg
718,500,0.6963788300835655,42.15950974930362,41.127724751916475,7.0,27.0,71.0,6.6801698769304085,0.027463574289443602,116.71948330127708,TN5000,data_raw/TN5000_forReview/JPEGImages\000715.jpg
718,500,0.6963788300835655,46.549696378830085,40.27566478314132,15.0,36.0,67.0,6.96545696466235,0.02592912463700064,106.72589275125205,TN5000,data_raw/TN5000_forReview/JPEGImages\000716.jpg
439,368,0.8382687927107062,74.65325715559077,49.79819403015514,31.0,70.0,108.0,7.317187490975776,0.04161845395841887,118.35920778672443,TN5000,data_raw/TN5000_forReview/JPEGImages\000717.jpg
439,368,0.8382687927107062,63.07926240467466,49.430681967567686,19.0,53.0,95.0,7.0589238471938245,0.02895250892712727,99.1930453989531,TN5000,data_raw/TN5000_forReview/JPEGImages\000718.jpg
439,368,0.8382687927107062,86.37758121224125,58.54828950866226,35.0,80.0,130.0,7.454225372358225,0.02595398952384507,82.935720648925,TN5000,data_raw/TN5000_forReview/JPEGImages\000719.jpg
718,500,0.6963788300835655,62.624298050139274,43.97095076294708,25.0,59.0,90.0,7.256536987149894,0.011789268914397834,63.75738645798476,TN5000,data_raw/TN5000_forReview/JPEGImages\000720.jpg
718,500,0.6963788300835655,31.064551532033427,35.49852270780799,5.0,13.0,52.0,6.122101083639822,0.013334898527878631,101.4984016302312,TN5000,data_raw/TN5000_forReview/JPEGImages\000721.jpg
718,500,0.6963788300835655,25.3233426183844,34.15770643882818,1.0,9.0,41.0,5.528024333285305,0.011987713222819418,95.79835375841395,TN5000,data_raw/TN5000_forReview/JPEGImages\000722.jpg
718,500,0.6963788300835655,55.63358495821727,48.764849253811505,14.0,46.0,83.0,7.1885178395280604,0.016775531537272594,86.29762060901588,TN5000,data_raw/TN5000_forReview/JPEGImages\000723.jpg
718,500,0.6963788300835655,47.20436490250697,48.9085565185151,5.0,33.0,77.0,6.745079112009123,0.01882705438771546,106.60417107572553,TN5000,data_raw/TN5000_forReview/JPEGImages\000724.jpg
718,500,0.6963788300835655,59.10657938718663,47.73054872409021,21.0,51.0,86.0,7.253234458578625,0.01940002739090454,104.52723683342943,TN5000,data_raw/TN5000_forReview/JPEGImages\000725.jpg
718,500,0.6963788300835655,38.61180501392758,48.19438727507509,2.0,11.0,69.0,6.109454742385313,0.020291629283671946,108.08223007328843,TN5000,data_raw/TN5000_forReview/JPEGImages\000726.jpg
718,500,0.6963788300835655,40.40175208913649,31.920206342922533,12.0,37.0,60.0,6.66937010680248,0.003460197941210175,58.18723056550268,TN5000,data_raw/TN5000_forReview/JPEGImages\000727.jpg
919,646,0.7029379760609358,55.07306703679124,45.67638322355987,13.0,48.0,87.0,6.936418066992074,0.005944841330158247,86.34696044711828,TN5000,data_raw/TN5000_forReview/JPEGImages\000728.jpg
919,646,0.7029379760609358,59.72736047056129,44.43996469814402,23.0,55.0,90.0,7.002889159241718,0.0060174629714073394,95.29604054612487,TN5000,data_raw/TN5000_forReview/JPEGImages\000729.jpg
919,646,0.7029379760609358,57.35296812728871,45.970463886642584,15.0,54.0,91.0,6.804619712204301,0.005742176284811944,89.30621216453083,TN5000,data_raw/TN5000_forReview/JPEGImages\000730.jpg
919,646,0.7029379760609358,61.49386363559799,49.6901833250533,17.0,54.0,98.0,6.968582524788902,0.007000388441336914,83.931964247175,TN5000,data_raw/TN5000_forReview/JPEGImages\000731.jpg
919,646,0.7029379760609358,53.594497990479624,45.745057506047154,11.0,44.0,89.0,6.839234146740907,0.004369120602590735,81.44241634749113,TN5000,data_raw/TN5000_forReview/JPEGImages\000732.jpg
718,500,0.6963788300835655,44.86176323119777,36.812680036736204,11.0,41.0,65.0,6.8327048065575084,0.004080685778810061,55.431702428293434,TN5000,data_raw/TN5000_forReview/JPEGImages\000733.jpg
498,429,0.8614457831325302,68.45633349247807,34.986020096466426,43.0,57.0,90.0,6.876273992836977,0.02760958273002501,173.48532675014624,TN5000,data_raw/TN5000_forReview/JPEGImages\000734.jpg
498,429,0.8614457831325302,80.13476750826149,33.95632745546888,58.0,75.0,96.0,6.97409680231738,0.03509844111397356,197.80349344273674,TN5000,data_raw/TN5000_forReview/JPEGImages\000735.jpg
718,500,0.6963788300835655,64.75097771587744,47.423364558072635,19.0,61.0,100.0,7.176351364951388,0.021800924023779776,125.03869810606146,TN5000,data_raw/TN5000_forReview/JPEGImages\000736.jpg
718,500,0.6963788300835655,67.6934930362117,49.28699855117067,26.0,61.0,95.0,7.365059520054731,0.026739671812243734,120.52165000805245,TN5000,data_raw/TN5000_forReview/JPEGImages\000737.jpg
718,500,0.6963788300835655,49.05085236768802,46.59274823843254,9.0,38.0,74.0,6.947995497734318,0.02465460907868736,98.36429850463567,TN5000,data_raw/TN5000_forReview/JPEGImages\000738.jpg
718,500,0.6963788300835655,54.435685236768805,47.91218519700576,10.0,43.0,90.0,7.050045390259149,0.025308636799400753,109.68706722273603,TN5000,data_raw/TN5000_forReview/JPEGImages\000739.jpg
718,500,0.6963788300835655,30.856626740947075,35.90900358985348,5.0,12.0,54.0,6.01628002600578,0.011901068524776192,100.32970904668856,TN5000,data_raw/TN5000_forReview/JPEGImages\000740.jpg
718,500,0.6963788300835655,33.69438718662953,37.75086203115383,5.0,12.0,62.0,6.080675679520122,0.011492999946895186,100.94325823241965,TN5000,data_raw/TN5000_forReview/JPEGImages\000741.jpg
718,500,0.6963788300835655,26.28358774373259,36.10958863462832,1.0,9.0,44.0,5.593306063046551,0.012979934764927344,93.52944057532235,TN5000,data_raw/TN5000_forReview/JPEGImages\000742.jpg
718,500,0.6963788300835655,30.61992200557103,35.95766084699103,4.0,11.0,54.0,5.982480240552803,0.011451075093003301,113.71358233010828,TN5000,data_raw/TN5000_forReview/JPEGImages\000743.jpg
498,429,0.8614457831325302,90.78677413617173,36.524872234992294,58.0,89.0,119.0,7.010478763047071,0.03473645611989695,208.38703796251295,TN5000,data_raw/TN5000_forReview/JPEGImages\000744.jpg
718,500,0.6963788300835655,34.04383286908078,42.25133645744279,1.0,13.0,58.0,6.024343408639683,0.0172926047352725,103.49565193181208,TN5000,data_raw/TN5000_forReview/JPEGImages\000745.jpg
718,500,0.6963788300835655,36.672409470752086,45.2361834341436,1.0,9.0,67.0,5.980183073967207,0.022502466578903972,116.57792161318407,TN5000,data_raw/TN5000_forReview/JPEGImages\000746.jpg
718,500,0.6963788300835655,40.19237604456824,46.678676960924875,4.0,17.0,68.0,6.529357030527149,0.00522104180466931,67.81258656758737,TN5000,data_raw/TN5000_forReview/JPEGImages\000747.jpg
718,500,0.6963788300835655,23.123615598885795,35.183385947920286,1.0,5.0,35.0,5.355350139146161,0.010053579963273829,88.38215044320839,TN5000,data_raw/TN5000_forReview/JPEGImages\000748.jpg
818,628,0.7677261613691931,48.59238394094654,56.863713414450366,0.0,24.0,91.0,5.350671160014665,0.02210210069515616,234.2553160446635,TN5000,data_raw/TN5000_forReview/JPEGImages\000749.jpg
718,500,0.6963788300835655,47.76632033426184,35.5118526009397,18.0,42.0,67.0,6.8860615660771565,0.011126856222906063,74.29043491384147,TN5000,data_raw/TN5000_forReview/JPEGImages\000750.jpg
818,628,0.7677261613691931,62.09636288601997,47.58581813941009,28.0,58.0,83.0,6.746437220473959,0.024218217737511687,270.50685166353384,TN5000,data_raw/TN5000_forReview/JPEGImages\000751.jpg
718,500,0.6963788300835655,66.0038913649025,60.7223139696326,10.0,52.0,107.0,7.326346400268768,0.024819513503995437,113.14222575815353,TN5000,data_raw/TN5000_forReview/JPEGImages\000752.jpg
718,500,0.6963788300835655,71.67976880222841,61.1556840264973,14.0,61.0,114.0,7.4684055316146996,0.020411813864828682,108.67884451700604,TN5000,data_raw/TN5000_forReview/JPEGImages\000753.jpg
718,500,0.6963788300835655,83.76089693593315,63.738800597368076,23.0,82.0,127.0,7.622822135577948,0.027404879493994963,118.67245421470173,TN5000,data_raw/TN5000_forReview/JPEGImages\000754.jpg
818,628,0.7677261613691931,48.825932832915456,52.693383017381706,0.0,40.0,70.0,6.066085961900453,0.027802342174564038,304.636412457851,TN5000,data_raw/TN5000_forReview/JPEGImages\000755.jpg
818,628,0.7677261613691931,56.787576113871026,47.43373971020941,8.0,58.0,82.0,6.464218068388696,0.0252333292338446,280.63897788844145,TN5000,data_raw/TN5000_forReview/JPEGImages\000756.jpg
818,628,0.7677261613691931,59.51819724977808,49.98072004383358,10.0,60.0,84.0,6.4709958290833685,0.0280697850110979,271.4994641034458,TN5000,data_raw/TN5000_forReview/JPEGImages\000757.jpg
818,628,0.7677261613691931,57.351904988086524,42.41876496916468,30.0,56.0,73.0,6.679415238931303,0.027917518286647965,272.98638888182967,TN5000,data_raw/TN5000_forReview/JPEGImages\000758.jpg
818,628,0.7677261613691931,55.744198993973185,42.51650440680357,26.0,55.0,71.0,6.6438146154458355,0.028319658610195232,284.62013472109,TN5000,data_raw/TN5000_forReview/JPEGImages\000759.jpg
818,628,0.7677261613691931,56.4061813807173,42.56550401245098,27.0,55.0,71.0,6.654093578693336,0.02935429148145762,291.0232771559912,TN5000,data_raw/TN5000_forReview/JPEGImages\000760.jpg
718,500,0.6963788300835655,41.57693871866295,43.701592905692266,7.0,25.0,67.0,6.588817968900235,0.020084800004471985,112.99073926279063,TN5000,data_raw/TN5000_forReview/JPEGImages\000761.jpg
718,500,0.6963788300835655,34.65536490250696,39.41941147484111,6.0,17.0,55.0,6.304493143126336,0.018119921852072344,110.58738434361202,TN5000,data_raw/TN5000_forReview/JPEGImages\000762.jpg
818,628,0.7677261613691931,39.27281080155109,54.73051817220083,0.0,2.0,73.0,4.906584512993267,0.02577016704440527,279.6399678719508,TN5000,data_raw/TN5000_forReview/JPEGImages\000763.jpg
718,500,0.6963788300835655,30.899509749303622,36.82326330800978,1.0,14.0,53.0,5.917313442617019,0.016767146566494216,102.74084807795994,TN5000,data_raw/TN5000_forReview/JPEGImages\000764.jpg
718,500,0.6963788300835655,30.500027855153203,36.808056069869785,1.0,12.0,52.0,5.9141881961838365,0.01800812224169399,105.14409902643544,TN5000,data_raw/TN5000_forReview/JPEGImages\000765.jpg
718,500,0.6963788300835655,29.594871866295264,37.29963171120301,1.0,10.0,50.0,5.823459675322922,0.014279605235575754,98.61955512044767,TN5000,data_raw/TN5000_forReview/JPEGImages\000766.jpg
718,500,0.6963788300835655,37.92151810584958,41.82079542200006,6.0,16.0,63.0,6.381428831492375,0.014690468803716219,102.55698349074741,TN5000,data_raw/TN5000_forReview/JPEGImages\000767.jpg
718,500,0.6963788300835655,27.705944289693594,38.12688147656212,3.0,10.0,42.0,5.767396932603598,0.012630560982494977,89.70222973755119,TN5000,data_raw/TN5000_forReview/JPEGImages\000768.jpg
818,628,0.7677261613691931,75.8903979723732,44.57925796900298,59.0,72.0,88.0,6.709149026738228,0.023376846478051144,257.7731217030504,TN5000,data_raw/TN5000_forReview/JPEGImages\000769.jpg
718,500,0.6963788300835655,49.35636768802228,44.56336635012367,12.0,37.0,74.0,6.9706550032119985,0.03051290866251331,146.1376062104747,TN5000,data_raw/TN5000_forReview/JPEGImages\000770.jpg
718,500,0.6963788300835655,41.47896935933148,41.97947187739396,9.0,24.0,65.0,6.723525481618831,0.01537524141728366,88.15934439917731,TN5000,data_raw/TN5000_forReview/JPEGImages\000771.jpg
718,500,0.6963788300835655,45.17189136490251,42.74968581408152,9.0,30.0,76.0,6.775694311510731,0.011174371057316865,83.17691658528523,TN5000,data_raw/TN5000_forReview/JPEGImages\000772.jpg
718,500,0.6963788300835655,42.110626740947076,41.93650311789972,9.0,26.0,65.0,6.758857821746094,0.01633671806653754,87.69858093474403,TN5000,data_raw/TN5000_forReview/JPEGImages\000773.jpg
718,500,0.6963788300835655,40.269100278551534,42.3416540937061,8.0,20.0,63.0,6.652853568830985,0.013407568274624563,80.7362057857774,TN5000,data_raw/TN5000_forReview/JPEGImages\000774.jpg
818,628,0.7677261613691931,84.73464680049211,54.88601989653575,52.0,70.0,119.0,7.188183527793619,0.026869220452934942,242.15827780301328,TN5000,data_raw/TN5000_forReview/JPEGImages\000775.jpg
818,628,0.7677261613691931,58.45275878716148,43.177714898208926,25.0,62.0,78.0,6.597337226440052,0.0280248858487601,241.35707741598992,TN5000,data_raw/TN5000_forReview/JPEGImages\000776.jpg
919,646,0.7029379760609358,60.44840434312434,46.38934795907297,19.0,54.0,94.0,7.125073457851081,0.008261978348617655,107.08458004706303,TN5000,data_raw/TN5000_forReview/JPEGImages\000777.jpg
919,646,0.7029379760609358,58.91180513210954,49.82394502824222,10.0,53.0,99.0,6.884789075057478,0.008483221023120704,82.84314239319403,TN5000,data_raw/TN5000_forReview/JPEGImages\000778.jpg
718,500,0.6963788300835655,83.08186629526462,49.63521135230204,42.0,73.0,114.0,7.260379243025861,0.029953910610621522,186.68137186004714,TN5000,data_raw/TN5000_forReview/JPEGImages\000779.jpg
718,500,0.6963788300835655,71.64821169916435,58.660226780964464,15.0,66.0,113.0,7.450652581829834,0.010361028891814311,75.33572165534004,TN5000,data_raw/TN5000_forReview/JPEGImages\000780.jpg
718,500,0.6963788300835655,62.65740389972145,59.11552665266396,9.0,48.0,103.0,7.2279650010555905,0.010679657781392632,69.91962893871322,TN5000,data_raw/TN5000_forReview/JPEGImages\000781.jpg
718,500,0.6963788300835655,70.07543454038998,62.33778713728369,7.0,66.0,119.0,7.174071109716983,0.01211348778449507,80.74291488372847,TN5000,data_raw/TN5000_forReview/JPEGImages\000782.jpg
718,500,0.6963788300835655,74.75257103064067,60.20637300100182,17.0,68.0,117.0,7.511948031235413,0.014324325079727097,79.09365928231087,TN5000,data_raw/TN5000_forReview/JPEGImages\000783.jpg
718,500,0.6963788300835655,64.06348467966573,56.13250996018995,12.0,55.0,99.0,7.304493778377193,0.022175452718547276,96.45801577512627,TN5000,data_raw/TN5000_forReview/JPEGImages\000784.jpg
718,500,0.6963788300835655,65.46769637883008,59.08257342853691,11.0,51.0,110.0,7.300527274280745,0.022197812640622948,100.66602829969729,TN5000,data_raw/TN5000_forReview/JPEGImages\000785.jpg
718,500,0.6963788300835655,67.65176044568246,59.1255696419089,11.0,58.0,107.0,7.323184445466831,0.023377298530114624,111.11418715162523,TN5000,data_raw/TN5000_forReview/JPEGImages\000786.jpg
718,500,0.6963788300835655,32.37770473537604,37.993306577657926,6.0,13.0,52.0,6.212758080555807,0.016138273758115954,104.253715603827,TN5000,data_raw/TN5000_forReview/JPEGImages\000787.jpg
718,500,0.6963788300835655,45.02976880222841,39.47745673345148,10.0,37.0,71.0,6.775123369766963,0.012750745563651711,80.30016760453047,TN5000,data_raw/TN5000_forReview/JPEGImages\000788.jpg
818,628,0.7677261613691931,62.84423520159469,69.2827190166923,0.0,38.0,118.0,5.562677802555195,0.031035081862885765,296.2908620138424,TN5000,data_raw/TN5000_forReview/JPEGImages\000789.jpg
818,628,0.7677261613691931,54.73050628377431,64.94486875875798,0.0,17.0,108.0,5.453190007033107,0.027763299424705082,244.96972984532763,TN5000,data_raw/TN5000_forReview/JPEGImages\000790.jpg
818,628,0.7677261613691931,57.79190350863532,67.32243768326654,0.0,18.0,112.0,5.3345142358819055,0.026551022041584434,249.54188498533875,TN5000,data_raw/TN5000_forReview/JPEGImages\000791.jpg
818,628,0.7677261613691931,67.43457516390762,52.59160921289074,31.0,62.0,96.0,6.6619479790697165,0.025719411469588626,248.87764096639884,TN5000,data_raw/TN5000_forReview/JPEGImages\000792.jpg
818,628,0.7677261613691931,56.321568451871116,49.218842188076216,8.0,57.0,80.0,6.467070202626713,0.03001606609156696,267.34994633229473,TN5000,data_raw/TN5000_forReview/JPEGImages\000793.jpg
718,500,0.6963788300835655,32.9423426183844,41.678890255098445,5.0,12.0,50.0,6.1721900863116534,0.02078913754985564,107.91123364704231,TN5000,data_raw/TN5000_forReview/JPEGImages\000794.jpg
818,628,0.7677261613691931,42.46659360254154,54.958878654869444,0.0,13.0,74.0,5.301816451264444,0.026662293878682464,265.2599987484161,TN5000,data_raw/TN5000_forReview/JPEGImages\000795.jpg
818,628,0.7677261613691931,51.1267130487596,57.33685519465073,0.0,33.0,92.0,5.558780346017886,0.0363546565311688,303.10987028826935,TN5000,data_raw/TN5000_forReview/JPEGImages\000796.jpg
818,628,0.7677261613691931,48.88311751514491,57.22741398033478,0.0,32.0,80.0,5.796922869732821,0.033338604104564296,263.8854918187404,TN5000,data_raw/TN5000_forReview/JPEGImages\000797.jpg
718,500,0.6963788300835655,67.74484679665738,61.79937442703307,8.0,60.0,111.0,7.222384469996533,0.023122954416503857,110.59966371603734,TN5000,data_raw/TN5000_forReview/JPEGImages\000798.jpg
818,628,0.7677261613691931,46.770638344260504,53.5452678051061,4.0,23.0,78.0,6.499308034913433,0.019351538967592567,278.2512823628983,TN5000,data_raw/TN5000_forReview/JPEGImages\000799.jpg
718,500,0.6963788300835655,36.70083844011142,43.71834075667869,5.0,14.0,59.0,6.313575517763665,0.02150465505627713,111.12585374736827,TN5000,data_raw/TN5000_forReview/JPEGImages\000800.jpg
818,628,0.7677261613691931,58.72066987993085,41.50033949098704,26.0,57.0,89.0,6.636880860584643,0.023747752601711244,243.82847109137558,TN5000,data_raw/TN5000_forReview/JPEGImages\000801.jpg
818,628,0.7677261613691931,60.98379416940495,61.22231763941821,8.0,41.0,103.0,6.989804994499638,0.01758875881146061,191.96794387498178,TN5000,data_raw/TN5000_forReview/JPEGImages\000802.jpg
818,628,0.7677261613691931,64.99819156557083,59.785054483158476,11.0,56.0,102.0,7.173012282131342,0.017770307598304762,198.57957333177663,TN5000,data_raw/TN5000_forReview/JPEGImages\000803.jpg
818,628,0.7677261613691931,53.595969663463784,55.57299624589308,8.0,36.0,84.0,6.9241237816531775,0.016634163577409083,196.30058709222482,TN5000,data_raw/TN5000_forReview/JPEGImages\000804.jpg
818,628,0.7677261613691931,70.45169786491832,55.039337307818826,23.0,64.0,105.0,7.320236872306696,0.01664782853985972,190.65196821095242,TN5000,data_raw/TN5000_forReview/JPEGImages\000805.jpg
818,628,0.7677261613691931,71.74704499088969,55.964917814123375,12.0,76.0,112.0,7.1292848357025,0.015878686367638246,185.75587607922003,TN5000,data_raw/TN5000_forReview/JPEGImages\000806.jpg
818,628,0.7677261613691931,57.56475518975908,57.85315111190125,2.0,47.0,96.0,6.62086080765963,0.01591187270501836,186.37705413416114,TN5000,data_raw/TN5000_forReview/JPEGImages\000807.jpg
818,628,0.7677261613691931,57.2688357497703,50.64764762229221,8.0,51.0,92.0,6.825168173112507,0.01986104685325197,177.83438967934916,TN5000,data_raw/TN5000_forReview/JPEGImages\000808.jpg
718,500,0.6963788300835655,66.46053481894151,50.11926635862483,25.0,58.0,96.0,7.395072123536539,0.014983942780959408,81.40480370301454,TN5000,data_raw/TN5000_forReview/JPEGImages\000809.jpg
718,500,0.6963788300835655,27.67933147632312,36.89876826229468,4.0,9.0,42.0,5.977101548420761,0.005363586307901717,55.82757771926407,TN5000,data_raw/TN5000_forReview/JPEGImages\000810.jpg
818,628,0.7677261613691931,50.87021903664367,47.04564530111889,14.0,36.0,82.0,6.798176036088346,0.020384219701362005,230.7358727575593,TN5000,data_raw/TN5000_forReview/JPEGImages\000811.jpg
